entry_id,name,count,type,card_type,stage,hp,is_ex,attack,variant,trainer_subtype,match_status,match_confidence,candidate_count,unique_packs,unique_expansions,candidate_summary,recommended_resolution
serena,Serena,1,,Trainer,,,False,,,Supporter,unanimous_pack,medium,2,Crimson Blaze,Crimson Blaze,B1a/69 Crimson Blaze (Crimson Blaze) [two_diamond]; B1a/82 Crimson Blaze (Crimson Blaze) [double_star],no_action_needed
giovanni,Giovanni,1,,Trainer,,,False,,,Supporter,ambiguous_cross_set,low,4,Deluxe Pack: ex | Mewtwo,Deluxe Pack: ex | Genetic Apex,A1/223 Genetic Apex (Mewtwo) [two_diamond]; A1/270 Genetic Apex (Mewtwo) [double_star]; A4b/334 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond]; A4b/335 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond],needs_card_number
sabrina,Sabrina,1,,Trainer,,,False,,,Supporter,ambiguous_cross_set,low,4,Charizard | Deluxe Pack: ex,Deluxe Pack: ex | Genetic Apex,A1/225 Genetic Apex (Charizard) [two_diamond]; A1/272 Genetic Apex (Charizard) [double_star]; A4b/338 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond]; A4b/339 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond],needs_card_number
leaf,Leaf,1,,Trainer,,,False,,,Supporter,ambiguous_cross_set,low,4,Deluxe Pack: ex | Mew,Deluxe Pack: ex | Mythical Island,A1a/68 Mythical Island (Mew) [two_diamond]; A1a/82 Mythical Island (Mew) [double_star]; A4b/346 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond]; A4b/347 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond],needs_card_number
cyrus,Cyrus,1,,Trainer,,,False,,,Supporter,ambiguous_cross_set,low,4,Deluxe Pack: ex | Palkia,Deluxe Pack: ex | Space-Time Smackdown,A2/150 Space-Time Smackdown (Palkia) [two_diamond]; A2/190 Space-Time Smackdown (Palkia) [double_star]; A4b/326 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond]; A4b/327 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond],needs_card_number
korrina,Korrina,2,,Trainer,,,False,,,Supporter,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/149 Pulsing Aura (Pulsing Aura) [two_diamond]; B3/190 Pulsing Aura (Pulsing Aura) [double_star],no_action_needed
cheren,Cheren,2,,Trainer,,,False,,,Supporter,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/151 Pulsing Aura (Pulsing Aura) [two_diamond]; B3/192 Pulsing Aura (Pulsing Aura) [double_star],no_action_needed
may,May,1,,Trainer,,,False,,,Supporter,unanimous_pack,medium,2,Mega Blaziken,Mega Rising,B1/223 Mega Rising (Mega Blaziken) [two_diamond]; B1/268 Mega Rising (Mega Blaziken) [double_star],no_action_needed
copycat,Copycat,2,,Trainer,,,False,,,Supporter,unanimous_pack,medium,2,Mega Gyarados,Mega Rising,B1/225 Mega Rising (Mega Gyarados) [two_diamond]; B1/270 Mega Rising (Mega Gyarados) [double_star],no_action_needed
lillie,Lillie,1,,Trainer,,,False,,,Supporter,ambiguous_cross_set,low,6,Deluxe Pack: ex | Solgaleo,Celestial Guardians | Deluxe Pack: ex,A3/155 Celestial Guardians (Solgaleo) [two_diamond]; A3/197 Celestial Guardians (Solgaleo) [double_star]; A3/209 Celestial Guardians (Solgaleo) [triple_star]; A4b/348 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond]; A4b/349 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond] … +1 more,needs_card_number
professor_s_research,Professor's Research,4,,Trainer,,,False,,,Supporter,exact_match,high,1,Deluxe Pack: ex,Deluxe Pack: ex,A4b/373 Deluxe Pack: ex (Deluxe Pack: ex) [double_star],no_action_needed
starting_plains,Starting Plains,1,,Trainer,,,False,,,Stadium,exact_match,high,1,Fantastical Parade,Fantastical Parade,B2/154 Fantastical Parade (Fantastical Parade) [two_diamond],no_action_needed
arena_of_antiquity,Arena of Antiquity,1,,Trainer,,,False,,,Stadium,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/154 Pulsing Aura (Pulsing Aura) [two_diamond],no_action_needed
